"","address","lat1","long1","MRTName2","MRTName1","MRTlat1","MRTlong1","MRTdista1","time","disto"
"2530","227 PASIR RIS ST 21",1.37166868291671,103.961763681659,121,"Pasir Ris",1.37304331635804,103.949284527763,1397.17967648868,1448,2011
"2531","227 PENDING RD",1.37495963279539,103.771466478176,108,"Cashew",1.36981544925552,103.76443921414,969.29005426873,812,1127
"2532","227 SERANGOON AVE 4",1.35647098065068,103.871126764494,162,"Serangoon",1.35063361526525,103.872771660431,675.104828345875,667,926
"2533","227 SIMEI ST 4",1.34202091226152,103.956240053971,99,"Simei",1.34319707851829,103.953377214378,344.456360235966,333,461
"2534","227 TAMPINES ST 23",1.35470798068718,103.955002715196,193,"Tampines East",1.35619148271544,103.9546344625,170.151848416672,353,490
"2535","227 YISHUN ST 21",1.435069715602,103.836644751474,141,"Yishun",1.42944308477331,103.835005047246,652.392287013686,621,863
"2536","227A COMPASSVALE DR",1.38704469838429,103.900358656438,45,"Sengkang",1.39169462601522,103.895484694279,749.76274597471,706,980
"2537","227A SUMANG LANE",1.40358925655806,103.892958748314,17,"Sengkang",1.39169462601522,103.895484694279,1353.61407854336,1523,2114
"2538","227B COMPASSVALE DR",1.3872099216084,103.900708221294,38,"Sengkang",1.39169462601522,103.895484694279,766.261188396471,715,992
"2539","227B SUMANG LANE",1.40347414456338,103.893723781941,17,"Sengkang",1.39169462601522,103.895484694279,1325.85217069599,1463,2031
"2540","227C COMPASSVALE DR",1.38680229828816,103.901132950862,62,"Sengkang",1.39169462601522,103.895484694279,831.690858258597,767,1065
"2541","227D COMPASSVALE DR",1.38696491631064,103.90141541498,31,"Sengkang",1.39169462601522,103.895484694279,844.290086853826,782,1087
"2542","228 BISHAN ST 23",1.35811066688837,103.846584143075,83,"Bishan",1.35131580146658,103.84914026532,808.123573263923,768,1067
"2543","228 BT BATOK CTRL",1.34865945802076,103.753794578776,230,"Bukit Batok",1.34903331201636,103.749566478309,472.376419490264,468,650
"2544","228 CHOA CHU KANG CTRL",1.38094750691966,103.746495785208,93,"Choa Chu Kang",1.38536316540225,103.744370779756,545.477510605699,493,684
"2545","228 JURONG EAST ST 21",1.34257472073046,103.736290436718,91,"Chinese Garden",1.34235282081401,103.732596738363,411.80927744262,411,570
"2546","228 LOR 8 TOA PAYOH",1.33914880025231,103.858779661838,132,"Woodleigh",1.33919004519388,103.87081830915,1339.77791890351,1890,2625
"2547","228 PASIR RIS ST 21",1.37216290593954,103.961379503001,108,"Pasir Ris",1.37304331635804,103.949284527763,1349.58347992369,1367,1898
"2548","228 PENDING RD",1.3753466349656,103.770955400333,64,"Cashew",1.36981544925552,103.76443921414,951.311739977757,853,1184
"2549","228 SERANGOON AVE 4",1.35636401495724,103.870259853394,137,"Serangoon",1.35063361526525,103.872771660431,696.464547532698,711,987
"2550","228 SIMEI ST 4",1.34255218902353,103.95604089383,93,"Simei",1.34319707851829,103.953377214378,305.006748257498,308,427
"2551","228 TAMPINES ST 23",1.35560353232848,103.954652057339,64,"Tampines East",1.35619148271544,103.9546344625,65.4796217114402,181,251
"2552","228 YISHUN ST 21",1.43533747562924,103.837523010219,156,"Yishun",1.42944308477331,103.835005047246,713.487766114556,687,954
"2553","228A COMPASSVALE WALK",1.38745923328994,103.901369056903,28,"Sengkang",1.39169462601522,103.895484694279,806.923594742319,758,1053
"2554","228B COMPASSVALE WALK",1.38796200657488,103.90137391797,59,"Sengkang",1.39169462601522,103.895484694279,776.009439067169,768,1067
"2555","228C COMPASSVALE WALK",1.38773170405615,103.900634316251,38,"Sengkang",1.39169462601522,103.895484694279,723.214887025407,690,957
"2556","229 ANG MO KIO AVE 3",1.36907645907976,103.838228660084,114,"Ang Mo Kio",1.36993284962262,103.84955809232,1264.4253689854,1105,1535
"2557","229 BISHAN ST 23",1.35760845502824,103.845962909702,106,"Bishan",1.35131580146658,103.84914026532,784.683476964358,834,1159
"2558","229 BT BATOK EAST AVE 3",1.34827660376884,103.754680867021,226,"Bukit Batok",1.34903331201636,103.749566478309,575.37306480883,554,769
"2559","229 CHOA CHU KANG CTRL",1.38065374616798,103.746367294001,127,"Choa Chu Kang",1.38536316540225,103.744370779756,569.389963738279,522,725
"2560","229 COMPASSVALE WALK",1.38866428790221,103.900753699341,49,"Sengkang",1.39169462601522,103.895484694279,676.480245521,670,931
"2561","229 JURONG EAST ST 21",1.34183055675235,103.738020275061,207,"Chinese Garden",1.34235282081401,103.732596738363,606.373255227638,568,789
"2562","229 LOR 8 TOA PAYOH",1.3387183120625,103.85919463592,104,"Woodleigh",1.33919004519388,103.87081830915,1294.6535224686,1871,2598
"2563","229 PASIR RIS ST 21",1.37268853524266,103.961778642664,147,"Pasir Ris",1.37304331635804,103.949284527763,1391.0000477342,1324,1838
"2564","229 PENDING RD",1.37526298800703,103.771656502775,145,"Cashew",1.36981544925552,103.76443921414,1006.41099059135,846,1174
"2565","229 SERANGOON AVE 4",1.35598199427883,103.870277102674,114,"Serangoon",1.35063361526525,103.872771660431,656.921823969673,684,949
"2566","229 SIMEI ST 4",1.34315531075237,103.956105132704,89,"Simei",1.34319707851829,103.953377214378,303.622642119973,341,474
"2567","229 TAMPINES ST 23",1.35593143453856,103.953944534569,183,"Tampines East",1.35619148271544,103.9546344625,82.0568139120525,145,201
"2568","229 YISHUN ST 21",1.4349120066513,103.837200355498,118,"Yishun",1.42944308477331,103.835005047246,655.987107374728,627,871
"2569","23 BALAM RD",1.33097096666446,103.886540431592,162,"Tai Seng",1.33514150139202,103.888389300191,507.814882515757,580,806
"2570","23 BEDOK STH AVE 1",1.32334765768626,103.932874243975,178,"Bedok Reservoir",1.33660782955099,103.932234623286,1477.83092201621,1418,1969
"2571","23 BENDEMEER RD",1.31771041461305,103.862786032663,98,"Boon Keng",1.31933570922514,103.861569454156,225.977529025241,249,346
"2572","23 DOVER CRES",1.30743646519275,103.78362947863,109,"Dover",1.31140529320963,103.778637841909,709.787438404831,664,921
"2573","23 EUNOS CRES",1.32430637458121,103.902160591904,109,"Eunos",1.31978354916088,103.903225807255,517.246819728582,458,637
"2574","23 GHIM MOH LINK",1.30863562772071,103.786331973494,49,"Buona Vista",1.3072237082044,103.790253514502,463.869643388626,509,706
"2575","23 HAIG RD",1.31354196455528,103.895481765493,74,"Paya Lebar",1.3172473854035,103.892260753884,546.482245931955,553,767
"2576","23 HOUGANG AVE 3",1.36485740076853,103.890728400886,220,"Hougang",1.37129226620797,103.892380513029,739.545336974751,775,1076
"2577","23 JLN MEMBINA",1.28474832742359,103.82687567732,61,"Tiong Bahru",1.28610253615775,103.827445112419,163.528841538834,177,245
"2578","23 LIM LIAK ST",1.28546534866696,103.83171937723,15,"Tiong Bahru",1.28610253615775,103.827445112419,480.948495149309,400,555
"2579","23 MARSILING DR",1.44153975794109,103.773299891196,330,"Marsiling",1.43252114855026,103.774074641403,1007.64233545249,1043,1448
"2580","23 SIN MING RD",1.3543527093097,103.835823721667,137,"Marymount",1.348707263451,103.839423132332,745.255586864487,691,959
"2581","23 ST. GEORGE'S RD",1.32499291341079,103.863049863163,49,"Boon Keng",1.31933570922514,103.861569454156,650.951639462804,599,832
"2582","23 TEBAN GDNS RD",1.32285773181424,103.73923873397,58,"Jurong East",1.33315281585758,103.742286332403,1195.17751704079,1855,2577
"2583","23 TELOK BLANGAH CRES",1.27608072351135,103.820839521286,102,"HarbourFront",1.26538938374901,103.821530157095,1192.63386910688,1172,1628
"2584","23 TOA PAYOH EAST",1.33455570085904,103.857191175608,170,"Toa Payoh",1.33262928096888,103.847502198048,1099.39780160968,1012,1405
"2585","230 ANG MO KIO AVE 3",1.36885445228086,103.837896397823,203,"Ang Mo Kio",1.36993284962262,103.84955809232,1303.34345720551,1142,1586
"2586","230 BISHAN ST 23",1.35794579979948,103.845493593648,63,"Bishan",1.35131580146658,103.84914026532,842.267573848637,785,1091
"2587","230 BT BATOK EAST AVE 3",1.34771540923723,103.754994802909,258,"Bukit Batok",1.34903331201636,103.749566478309,621.669865185033,627,870
"2588","230 CHOA CHU KANG CTRL",1.3804123119769,103.746190534804,122,"Choa Chu Kang",1.38536316540225,103.744370779756,587.156544135959,543,754
"2589","230 COMPASSVALE WALK",1.38835481994174,103.901270877485,87,"Sengkang",1.39169462601522,103.895484694279,743.548530501177,718,998
"2590","230 HOUGANG AVE 1",1.358899944034,103.888345777377,95,"Kovan",1.36017917065237,103.885064856353,391.914236860741,469,651
"2591","230 JURONG EAST ST 21",1.3415358326617,103.737487956254,92,"Chinese Garden",1.34235282081401,103.732596738363,551.88382833384,502,697
"2592","230 LOR 8 TOA PAYOH",1.33825592680641,103.859303071005,100,"Woodleigh",1.33919004519388,103.87081830915,1285.73245297897,1832,2544
"2593","230 PASIR RIS ST 21",1.37289372103764,103.961153966738,148,"Pasir Ris",1.37304331635804,103.949284527763,1321.02553195932,1275,1771
"2594","230 PENDING RD",1.3761666118542,103.772207125572,140,"Cashew",1.36981544925552,103.76443921414,1116.76849047979,951,1320
"2595","230 SERANGOON AVE 4",1.35594945338371,103.869580972459,170,"Serangoon",1.35063361526525,103.872771660431,690.117515713927,660,916
"2596","230 SIMEI ST 4",1.34336246005752,103.955856802713,123,"Simei",1.34319707851829,103.953377214378,276.564095790929,285,396
"2597","230 TAMPINES ST 24",1.35593242580821,103.952746609869,152,"Tampines East",1.35619148271544,103.9546344625,212.065879690187,171,238
"2598","230 YISHUN ST 21",1.43457623282091,103.836620800984,42,"Yishun",1.42944308477331,103.835005047246,599.042012765552,568,788
"2599","230B TAMPINES ST 24",1.3553984846695,103.950733897054,74,"Tampines East",1.35619148271544,103.9546344625,442.972399479652,402,558
"2600","230C TAMPINES ST 24",1.35542753409621,103.951447223791,82,"Tampines East",1.35619148271544,103.9546344625,364.754765508921,326,452
"2601","230D TAMPINES ST 24",1.35609909806697,103.95157812569,57,"Tampines East",1.35619148271544,103.9546344625,340.289997907363,265,368
"2602","230E TAMPINES ST 24",1.35609173314841,103.951045423001,45,"Tampines East",1.35619148271544,103.9546344625,399.572460932406,326,452
"2603","230F TAMPINES ST 24",1.35625417362515,103.950752703057,43,"Tampines East",1.35619148271544,103.9546344625,432.050799853877,377,523
"2604","230G TAMPINES ST 21",1.35616662159736,103.950300169319,42,"Tampines East",1.35619148271544,103.9546344625,482.364095435396,431,598
"2605","230H TAMPINES ST 21",1.35632909346772,103.950007447679,39,"Tampines East",1.35619148271544,103.9546344625,515.160443890911,458,636
"2606","230J TAMPINES ST 21",1.3561953607168,103.949663054432,57,"Tampines East",1.35619148271544,103.9546344625,553.259759286562,515,715
"2607","231 ANG MO KIO AVE 3",1.36856103572357,103.837525234344,94,"Ang Mo Kio",1.36993284962262,103.84955809232,1347.78838397572,1175,1631
"2608","231 BISHAN ST 23",1.35729122280137,103.845845691915,124,"Bishan",1.35131580146658,103.84914026532,759.536816089135,702,974
"2609","231 BT BATOK EAST AVE 5",1.34908254998383,103.754518186115,277,"Bukit Batok",1.34903331201636,103.749566478309,551.096060649935,533,740
"2610","231 CHOA CHU KANG CTRL",1.38008135969444,103.746113120679,32,"Choa Chu Kang",1.38536316540225,103.744370779756,619.115092205391,578,803
"2611","231 COMPASSVALE WALK",1.38914380084977,103.901353490892,73,"Sengkang",1.39169462601522,103.895484694279,712.176855288269,679,944
"2612","231 HOUGANG ST 21",1.35813059742215,103.887899973852,128,"Kovan",1.36017917065237,103.885064856353,389.300370773533,449,624
"2613","231 JURONG EAST ST 21",1.3411274954664,103.738101187795,200,"Chinese Garden",1.34235282081401,103.732596738363,627.586996782408,552,766
"2614","231 LOR 8 TOA PAYOH",1.33696011414514,103.859489719839,197,"Potong Pasir",1.33137949021368,103.869055656782,1232.58832190479,1416,1967
"2615","231 PASIR RIS DR 4",1.37337990743405,103.961401813164,112,"Pasir Ris",1.37304331635804,103.949284527763,1349.02309796762,1265,1757
"2616","231 PENDING RD",1.37602906861135,103.772784291707,29,"Cashew",1.36981544925552,103.76443921414,1157.98709390054,979,1359
"2617","231 SERANGOON AVE 3",1.35501762599795,103.868367739693,104,"Lorong Chuan",1.35161217074555,103.864151938651,603.185154283997,644,894
"2618","231 SIMEI ST 4",1.34360960148098,103.956903452364,102,"Simei",1.34319707851829,103.953377214378,395.108847835758,430,597
"2619","231 TAMPINES ST 21",1.35594124704072,103.94917043237,56,"Tampines East",1.35619148271544,103.9546344625,608.720404499671,522,724
"2620","231 YISHUN ST 21",1.43407128728567,103.837079158243,121,"Yishun",1.42944308477331,103.835005047246,564.550178622256,578,802
"2621","231A SUMANG LANE",1.40205646680752,103.891877462839,5,"Sengkang",1.39169462601522,103.895484694279,1221.3332615585,1581,2195
"2622","231B SUMANG LANE",1.40212735474243,103.891464755643,2,"Sengkang",1.39169462601522,103.895484694279,1244.55057007084,1614,2241
"2623","232 ANG MO KIO AVE 3",1.36834606813391,103.837196046409,185,"Ang Mo Kio",1.36993284962262,103.84955809232,1387.0373176297,1213,1685
"2624","232 BAIN ST",1.29685311080014,103.853347534791,86,"Bras Basah",1.29686168649656,103.850667371637,298.279502387931,309,429
"2625","232 BISHAN ST 22",1.35823053289739,103.845705326271,74,"Bishan",1.35131580146658,103.84914026532,859.439254349701,823,1143
"2626","232 BT BATOK EAST AVE 5",1.34933608943668,103.75494179671,53,"Bukit Batok",1.34903331201636,103.749566478309,599.160584483087,591,821
"2627","232 CHOA CHU KANG CTRL",1.38058554951928,103.747098393775,48,"Choa Chu Kang",1.38536316540225,103.744370779756,612.370107410103,556,773
"2628","232 COMPASSVALE WALK",1.39055587792288,103.900837998637,82,"Sengkang",1.39169462601522,103.895484694279,609.088783886352,560,778
"2629","232 HOUGANG AVE 1",1.35854702755579,103.888523907469,82,"Kovan",1.36017917065237,103.885064856353,425.674320381118,499,693
"2630","232 JURONG EAST ST 21",1.33982600141552,103.740822151959,155,"Jurong East",1.33315281585758,103.742286332403,760.517160282954,797,1106
"2631","232 LOR 8 TOA PAYOH",1.3375718690811,103.858843935428,196,"Potong Pasir",1.33137949021368,103.869055656782,1329.17639999857,1521,2112
"2632","232 PASIR RIS DR 4",1.37472099992647,103.961671927365,92,"Pasir Ris",1.37304331635804,103.949284527763,1391.15553175902,1182,1641
"2633","232 PENDING RD",1.37647117966901,103.772397980678,125,"Cashew",1.36981544925552,103.76443921414,1154.74502694825,978,1358
"2634","232 SERANGOON AVE 3",1.35474706561703,103.868731989138,110,"Lorong Chuan",1.35161217074555,103.864151938651,617.725184339184,655,910
"2635","232 SIMEI ST 4",1.34421274800842,103.957156790989,119,"Simei",1.34319707851829,103.953377214378,435.55560590533,387,538
"2636","232 TAMPINES ST 21",1.35641019271569,103.948701736728,139,"Tampines East",1.35619148271544,103.9546344625,660.691725704177,490,680
"2637","232 YISHUN ST 21",1.43459992009659,103.837409471332,158,"Yishun",1.42944308477331,103.835005047246,633.354051054137,635,882
"2638","232A SERANGOON AVE 2",1.35425419082461,103.868542956652,73,"Lorong Chuan",1.35161217074555,103.864151938651,570.348759237308,602,836
"2639","232A SUMANG LANE",1.40218146470722,103.891041190731,1,"Sengkang",1.39169462601522,103.895484694279,1267.80523654652,1648,2288
"2640","233 ANG MO KIO AVE 3",1.36754924977907,103.836740628478,145,"Ang Mo Kio",1.36993284962262,103.84955809232,1450.89567909218,1282,1780
"2641","233 BAIN ST",1.29679486357103,103.853907185582,87,"Bras Basah",1.29686168649656,103.850667371637,360.638786973185,366,508
"2642","233 BISHAN ST 22",1.35858842037883,103.845522513275,45,"Bishan",1.35131580146658,103.84914026532,904.170576088573,846,1174
"2643","233 BT BATOK EAST AVE 5",1.3488252646597,103.755127558884,214,"Bukit Batok",1.34903331201636,103.749566478309,619.318285318229,585,813
"2644","233 CHOA CHU KANG CTRL",1.38017230456915,103.747390682986,57,"Choa Chu Kang",1.38536316540225,103.744370779756,668.469055699772,609,846
"2645","233 COMPASSVALE WALK",1.38994081535227,103.900721365137,44,"Sengkang",1.39169462601522,103.895484694279,614.604758316167,572,795
"2646","233 HOUGANG ST 21",1.35782945982904,103.888000813967,26,"Kovan",1.36017917065237,103.885064856353,418.539664621313,474,659
"2647","233 JURONG EAST ST 21",1.34037462134713,103.740936554727,125,"Jurong East",1.33315281585758,103.742286332403,817.841372224174,825,1145
"2648","233 LOR 8 TOA PAYOH",1.33828365922679,103.858467966719,142,"Braddell",1.3404690010277,103.846799083148,1321.20886421054,1180,1639
"2649","233 PASIR RIS DR 4",1.37412050805627,103.961908562397,112,"Pasir Ris",1.37304331635804,103.949284527763,1410.00545842002,1247,1731
"2650","233 PENDING RD",1.3765260382011,103.77167996721,52,"Cashew",1.36981544925552,103.76443921414,1098.79950480477,963,1337
"2651","233 SERANGOON AVE 3",1.3551338137075,103.869137347738,131,"Serangoon",1.35063361526525,103.872771660431,643.852650070534,644,894
"2652","233 SIMEI ST 4",1.34416652504865,103.956338322334,128,"Simei",1.34319707851829,103.953377214378,346.759150039639,318,441
"2653","233 TAMPINES ST 21",1.35640933580615,103.947528676983,122,"Tampines East",1.35619148271544,103.9546344625,791.162581816571,584,810
"2654","233 YISHUN ST 21",1.43494883445469,103.83815958338,29,"Yishun",1.42944308477331,103.835005047246,706.314592909182,707,982
"2655","233B SUMANG LANE",1.40181105531617,103.890815263088,1,"Sengkang",1.39169462601522,103.895484694279,1240.2648686874,1662,2307
"2656","234 ANG MO KIO AVE 3",1.36718287740141,103.836639986274,80,"Ang Mo Kio",1.36993284962262,103.84955809232,1469.85835767258,1336,1854
"2657","234 BISHAN ST 22",1.35837057780719,103.846091355463,61,"Bishan",1.35131580146658,103.84914026532,855.499692433245,839,1166
"2658","234 BT BATOK EAST AVE 5",1.34914189754947,103.755426346849,49,"Bukit Batok",1.34903331201636,103.749566478309,652.248779070357,631,877
"2659","234 BT PANJANG RING RD",1.37853337682238,103.771789071508,77,"Bukit Panjang",1.37900211641036,103.761535114929,1142.32711474752,1078,1497
"2660","234 CHOA CHU KANG CTRL",1.3802069557625,103.748137630209,127,"Choa Chu Kang",1.38536316540225,103.744370779756,710.76773250882,634,880
"2661","234 COMPASSVALE WALK",1.39066536529483,103.90025238383,53,"Sengkang",1.39169462601522,103.895484694279,542.810581737795,492,683
"2662","234 HOUGANG AVE 1",1.35819557447623,103.888783549259,111,"Kovan",1.36017917065237,103.885064856353,469.070669120373,534,742
"2663","234 JURONG EAST ST 21",1.3399327053569,103.741646605612,127,"Jurong East",1.33315281585758,103.742286332403,758.084337419522,858,1191
"2664","234 LOR 8 TOA PAYOH",1.33860148626926,103.857914069837,97,"Braddell",1.3404690010277,103.846799083148,1254.32431785098,1105,1535
"2665","234 PASIR RIS DR 4",1.37328803650135,103.961830001962,142,"Pasir Ris",1.37304331635804,103.949284527763,1396.42049298866,1307,1815
"2666","234 SERANGOON AVE 3",1.35479953784915,103.869534332454,105,"Serangoon",1.35063361526525,103.872771660431,587.249751920586,593,823
"2667","234 SIMEI ST 4",1.34346512339979,103.955448165902,92,"Simei",1.34319707851829,103.953377214378,232.397431594986,233,323
"2668","234 TAMPINES ST 21",1.35590413566011,103.948024616734,216,"Tampines East",1.35619148271544,103.9546344625,736.293745995551,588,817
"2669","234 YISHUN ST 21",1.43435351509231,103.837919538203,142,"Yishun",1.42944308477331,103.835005047246,635.606796523139,652,905
"2670","234A SERANGOON AVE 2",1.35429542901204,103.869169644979,57,"Serangoon",1.35063361526525,103.872771660431,571.711667053916,595,825
"2671","234A SUMANG LANE",1.40166421869052,103.891897318435,2,"Sengkang",1.39169462601522,103.895484694279,1179.43196367277,1575,2186
"2672","234B SUMANG LANE",1.40168217037576,103.891667378516,1,"Sengkang",1.39169462601522,103.895484694279,1190.20415628356,1593,2212
"2673","235 ANG MO KIO AVE 3",1.36682360872342,103.83649123351,229,"Ang Mo Kio",1.36993284962262,103.84955809232,1494.80485269993,1366,1897
"2674","235 BISHAN ST 22",1.35858789328623,103.846535796443,68,"Bishan",1.35131580146658,103.84914026532,859.850545583571,817,1134
"2675","235 BT BATOK EAST AVE 5",1.34848352110457,103.756300449103,268,"Bukit Batok",1.34903331201636,103.749566478309,751.909467145525,706,980
"2676","235 BT PANJANG RING RD",1.37818350557282,103.771291362954,80,"Bukit Panjang",1.37900211641036,103.761535114929,1089.56367593074,1018,1413
"2677","235 CHOA CHU KANG CTRL",1.37978227745586,103.748759628668,78,"Choa Chu Kang",1.38536316540225,103.744370779756,790.267182150245,705,979
"2678","235 COMPASSVALE WALK",1.39090009571305,103.899536487957,39,"Sengkang",1.39169462601522,103.895484694279,459.503234375003,452,628
"2679","235 HOUGANG ST 21",1.35714585264641,103.888559580363,54,"Kovan",1.36017917065237,103.885064856353,515.052653045864,594,825
"2680","235 JURONG EAST ST 21",1.33997597903355,103.742159955768,4,"Jurong East",1.33315281585758,103.742286332403,759.681251689948,724,1006
"2681","235 LOR 8 TOA PAYOH",1.33894969177117,103.857138926344,139,"Braddell",1.3404690010277,103.846799083148,1163.07409458319,1016,1411
"2682","235 PASIR RIS ST 21",1.37346122110823,103.962314187689,65,"Pasir Ris",1.37304331635804,103.949284527763,1450.78458161713,1363,1892
"2683","235 SERANGOON AVE 3",1.35511076107735,103.869934707698,90,"Serangoon",1.35063361526525,103.872771660431,589.97911402009,574,797
"2684","235 SIMEI ST 4",1.34295970419769,103.955474153095,26,"Simei",1.34319707851829,103.953377214378,234.857291702139,237,329
"2685","235 TAMPINES ST 21",1.35549080919861,103.948259265817,128,"Tampines East",1.35619148271544,103.9546344625,713.759541996324,613,851
"2686","235 YISHUN ST 21",1.43434861486562,103.838614083114,119,"Yishun",1.42944308477331,103.835005047246,677.872925933261,716,995
"2687","236 BISHAN ST 22",1.35900490157493,103.84700657533,103,"Bishan",1.35131580146658,103.84914026532,888.273366502101,865,1201
"2688","236 BT BATOK EAST AVE 5",1.34933642345807,103.755963537392,145,"Bukit Batok",1.34903331201636,103.749566478309,712.719111688809,688,956
"2689","236 BT PANJANG RING RD",1.37902490874965,103.771215066012,108,"Bukit Panjang",1.37900211641036,103.761535114929,1077.25811956061,1015,1409
"2690","236 CHOA CHU KANG CTRL",1.37981581239549,103.748209630694,109,"Choa Chu Kang",1.38536316540225,103.744370779756,750.901930120101,678,942
"2691","236 COMPASSVALE WALK",1.3904871662738,103.899438527283,77,"Sengkang",1.39169462601522,103.895484694279,460.081463797306,443,616
"2692","236 HOUGANG AVE 1",1.35782377502387,103.888939725858,59,"Kovan",1.36017917065237,103.885064856353,504.684522662957,567,787
"2693","236 JURONG EAST ST 21",1.34040691118426,103.742128554131,95,"Jurong East",1.33315281585758,103.742286332403,807.713079763387,778,1080
"2694","236 LOR 1 TOA PAYOH",1.34027351144862,103.852085023866,75,"Braddell",1.3404690010277,103.846799083148,588.669600750182,516,717
"2695","236 PASIR RIS ST 21",1.37447033709723,103.962580230162,74,"Pasir Ris",1.37304331635804,103.949284527763,1488.14835537085,1256,1744
"2696","236 SERANGOON AVE 3",1.35424006743426,103.869821831929,128,"Serangoon",1.35063361526525,103.872771660431,518.599959115838,529,735
"2697","236 TAMPINES ST 21",1.35590516879669,103.947447486706,177,"Tampines East",1.35619148271544,103.9546344625,800.461210533138,626,869
"2698","236 YISHUN RING RD",1.43416807984448,103.838998943947,139,"Yishun",1.42944308477331,103.835005047246,688.624475813065,710,986
"2699","236A SERANGOON AVE 2",1.35387693926748,103.869510740238,69,"Serangoon",1.35063361526525,103.872771660431,511.91026494692,552,767
"2700","237 BISHAN ST 22",1.35941996844392,103.847150338684,89,"Bishan",1.35131580146658,103.84914026532,928.935070963063,914,1270
"2701","237 BT BATOK EAST AVE 5",1.34949080174397,103.755305492466,26,"Bukit Batok",1.34903331201636,103.749566478309,640.714206265262,624,867
"2702","237 BT PANJANG RING RD",1.37856756097104,103.770647361863,90,"Bukit Panjang",1.37900211641036,103.761535114929,1015.23014367437,958,1330
"2703","237 CHOA CHU KANG CTRL",1.37944749879618,103.748287404475,93,"Choa Chu Kang",1.38536316540225,103.744370779756,789.710638776656,714,992
"2704","237 COMPASSVALE WALK",1.3898678837082,103.898520282397,55,"Sengkang",1.39169462601522,103.895484694279,394.302911843346,428,594
"2705","237 HOUGANG ST 21",1.35649940361983,103.888673374964,190,"Kovan",1.36017917065237,103.885064856353,573.644087665361,655,909
"2706","237 JURONG EAST ST 21",1.34071089584165,103.741213160816,12,"Jurong East",1.33315281585758,103.742286332403,849.796130935752,835,1160
"2707","237 LOR 1 TOA PAYOH",1.33977315087539,103.852242265569,86,"Braddell",1.3404690010277,103.846799083148,610.699137830618,534,741
"2708","237 PASIR RIS ST 21",1.37407916915993,103.962867929916,60,"Pasir Ris",1.37304331635804,103.949284527763,1516.05452488092,1304,1811
"2709","237 SERANGOON AVE 3",1.35381198342473,103.87013457465,117,"Serangoon",1.35063361526525,103.872771660431,459.688480477368,512,711
"2710","237 TAMPINES ST 21",1.35549051078672,103.947212194692,212,"Tampines East",1.35619148271544,103.9546344625,829.689320813593,687,954
"2711","237 YISHUN RING RD",1.43345412197149,103.83891867844,164,"Yishun",1.42944308477331,103.835005047246,623.740603586825,615,854
"2712","238 BISHAN ST 22",1.3597368747274,103.844696133217,72,"Bishan",1.35131580146658,103.84914026532,1059.897959064,933,1296
"2713","238 BT BATOK EAST AVE 5",1.34983226535734,103.7547381511,278,"Bukit Batok",1.34903331201636,103.749566478309,582.379622494858,592,822
"2714","238 BT PANJANG RING RD",1.37979484885351,103.770663726887,99,"Bukit Panjang",1.37900211641036,103.761535114929,1019.72354456365,988,1372
"2715","238 CHOA CHU KANG CTRL",1.37914625858488,103.74820998984,15,"Choa Chu Kang",1.38536316540225,103.744370779756,813.324970685002,744,1033
"2716","238 COMPASSVALE WALK",1.39044008351596,103.898663980913,84,"Sengkang",1.39169462601522,103.895484694279,380.376980197773,415,577
"2717","238 HOUGANG AVE 1",1.35714409402773,103.888970066565,115,"Kovan",1.36017917065237,103.885064856353,550.483412513768,589,818
"2718","238 JURONG EAST ST 21",1.34071930674982,103.74056288551,110,"Jurong East",1.33315281585758,103.742286332403,863.859594782012,880,1221
"2719","238 LOR 1 TOA PAYOH",1.3402100624015,103.851574634389,99,"Braddell",1.3404690010277,103.846799083148,532.247585392508,472,655
"2720","238 PASIR RIS ST 21",1.37370903858617,103.96321602063,63,"Pasir Ris",1.37304331635804,103.949284527763,1552.1713235523,1356,1883
"2721","238 SERANGOON AVE 2",1.35354991177886,103.86901411907,107,"Serangoon",1.35063361526525,103.872771660431,529.394596067651,535,743
"2722","238 TAMPINES ST 21",1.35574756800417,103.94658331398,39,"Tampines East",1.35619148271544,103.9546344625,897.360454184034,736,1022
"2723","238 YISHUN RING RD",1.43305109575775,103.839244217197,133,"Yishun",1.42944308477331,103.835005047246,619.571663535791,602,836
"2724","239 BISHAN ST 22",1.36042894626787,103.8447773181,91,"Bishan",1.35131580146658,103.84914026532,1124.67982042571,1014,1407
"2725","239 BT BATOK EAST AVE 5",1.3502391390638,103.755100850762,260,"Bukit Batok",1.34903331201636,103.749566478309,630.370197827279,628,872
"2726","239 BT PANJANG RING RD",1.38014939686036,103.771126294353,125,"Bukit Panjang",1.37900211641036,103.761535114929,1074.98929205499,1021,1417
"2727","239 CHOA CHU KANG CTRL",1.37944877151316,103.747548438263,19,"Choa Chu Kang",1.38536316540225,103.744370779756,747.348453770239,683,948
"2728","239 COMPASSVALE WALK",1.39133011799591,103.898160186775,63,"Sengkang",1.39169462601522,103.895484694279,300.498812635397,306,425
"2729","239 HOUGANG ST 22",1.35597309080357,103.890478116124,113,"Kovan",1.36017917065237,103.885064856353,762.989577287944,750,1042
"2730","239 JURONG EAST ST 21",1.34096483548865,103.74091413759,104,"Jurong East",1.33315281585758,103.742286332403,882.936519241157,875,1215
